customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
"6856-RAURS",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"6857-TKDJV",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"6857-VWJDT",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check","Yes"
"6859-QNXIQ",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"6859-RKMZJ",11,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"6860-YRJZP",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"6861-OKBCE",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","Yes"
"6861-XWTWQ",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"6862-CQUMB",37,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"6865-JZNKO",30,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"6867-ACCZI",24,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check","No"
"6869-FGJJC",68,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Credit card (automatic)","No"
"6870-ECSHE",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"6870-ZWMNX",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)","No"
"6872-HXFNF",64,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","One year","No","Bank transfer (automatic)","No"
"6873-UDNLD",40,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check","No"
"6874-SGLHU",30,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"6876-ADESB",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check","Yes"
"6877-LGWXO",18,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check","Yes"
"6877-TJMBR",1,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"6878-GGDWG",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","No"
"6885-PKOAM",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"6888-SBYAI",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"6890-PFRQX",18,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Mailed check","No"
"6891-JPYFF",48,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"6892-BOGQE",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"6892-EZDTG",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"6892-XPFPU",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"6893-ODYYE",50,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)","No"
"6894-LFHLY",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"6896-SRVYQ",44,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check","No"
"6897-RWMUB",61,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No"
"6897-UUBNU",29,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check","No"
"6898-MDLZW",12,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"6898-RBTLU",49,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"6899-PPEEA",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"6900-PXRMS",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check","Yes"
"6900-RBKER",52,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)","No"
"6901-GOGZG",60,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"6904-JLBGY",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"6905-NIQIN",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"6906-ANDWJ",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"6906-MPARY",40,"Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","One year","Yes","Credit card (automatic)","No"
"6907-CQGPN",29,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check","No"
"6907-FLBER",1,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","No"
"6907-NZZIJ",36,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"6908-VVYHM",65,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"6910-HADCM",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check","Yes"
"6916-HIJSE",65,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"6917-FIJHC",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No"
"6917-IAYHD",1,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check","No"
"6917-YACBP",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","No"
"6918-UMQCG",5,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check","No"
"6919-ELBGL",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"6921-OZMFH",5,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"6922-NCEDI",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No"
"6923-AQONU",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"6923-EFPNL",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","Yes"
"6923-JHPMP",2,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","No"
"6924-TDGMT",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No"
"6925-BAYGL",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"6927-WTFIV",20,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","Yes"
"6928-ONTRW",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"6933-FHBZC",26,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","Yes","Mailed check","No"
"6933-VLYFX",31,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check","No"
"6937-GCDGQ",19,"Yes","No","DSL","Yes","No","No","No","No","No","One year","Yes","Bank transfer (automatic)","No"
"6941-KXRRV",48,"Yes","No","DSL","No","Yes","No","No","No","Yes","One year","Yes","Bank transfer (automatic)","No"
"6941-PMGEP",5,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"6942-LBFDP",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No"
"6946-LMSQS",25,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","One year","Yes","Electronic check","Yes"
"6950-TWMYB",54,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No"
"6952-OMNWB",68,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"6953-PBDIN",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)","No"
"6954-OOYZZ",18,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"6956-SMUCM",3,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"6959-GQEGV",45,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"6959-UWKHF",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"6960-HVYXR",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"6961-MJKBO",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"6961-VCPMC",46,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"6963-EZQEE",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"6963-KQYQB",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"6967-PEJLL",37,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Electronic check","No"
"6967-QIQRV",15,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","No","Electronic check","No"
"6968-GMKPR",55,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","No"
"6968-MHOMU",58,"No","No phone service","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"6968-URWQU",43,"Yes","No","DSL","No","No","No","No","Yes","No","One year","Yes","Mailed check","No"
"6969-MVBAI",9,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"6972-SNKKW",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"6974-DAFLI",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check","No"
"6976-BWGLQ",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"6979-TNDEU",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"6979-ZNSFF",8,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"6980-CDGFC",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No"
"6980-IMXXE",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"6981-TDRFT",44,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"6982-SSHFK",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"6982-UQZLY",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","Yes"
"6985-HAYWX",26,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"6986-IJDHX",39,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check","Yes"
"6986-IXNDM",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"6987-XQSJT",54,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"6988-CJEYV",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check","No"
"6990-YNRIO",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","Yes"
"6992-TKNYO",38,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)","No"
"6993-OHLXR",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"6993-YCOBK",60,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"6993-YGFJV",69,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"6994-FGRHH",70,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"6994-KERXL",4,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"6994-ORCWG",14,"Yes","Yes","DSL","No","Yes","No","No","No","No","One year","Yes","Mailed check","No"
"6996-KNSML",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"6997-UVGOX",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"6999-CHVCF",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Bank transfer (automatic)","No"
"7000-WCEVQ",20,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check","Yes"
"7005-CCBKV",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"7005-CYUIL",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Electronic check","No"
"7008-LZVOZ",66,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No"
"7009-LGECI",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"7009-PCARS",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No"
"7010-BRBUU",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"7010-ZMVBF",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"7011-CVEUC",25,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"7013-PSXHK",40,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check","No"
"7014-ZZXAW",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No"
"7016-BPGEU",29,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"7016-NVRIC",29,"Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","One year","No","Bank transfer (automatic)","No"
"7017-VFHAY",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"7017-VFULY",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","No"
"7018-FPXHH",56,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"7018-WBJNK",13,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No"
"7020-OZKXZ",9,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"7021-XSNYE",7,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)","No"
"7024-OHCCK",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"7025-IWFHT",41,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check","No"
"7025-WCBNE",47,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)","No"
"7026-YMSBE",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"7028-DVOIQ",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"7029-IJEJK",54,"No","No phone service","DSL","Yes","No","No","Yes","No","Yes","One year","No","Bank transfer (automatic)","No"
"7029-RPUAV",17,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"7030-FZTFM",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"7030-NJVDP",24,"Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","No"
"7032-LMBHI",37,"Yes","Yes","DSL","Yes","No","No","No","Yes","No","One year","No","Bank transfer (automatic)","No"
"7033-CLAMM",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"7036-TYDEC",69,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check","No"
"7036-ZZKBD",31,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"7037-MTYVW",38,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"7041-TXQJH",37,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"7044-YAACC",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"7047-FWEYA",46,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"7047-YXDMZ",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"7048-GXDAY",39,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"7049-GKVZY",17,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","One year","No","Credit card (automatic)","No"
"7054-DMVAS",54,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)","No"
"7054-ENNGU",9,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check","No"
"7054-LGEQW",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"7055-HNEOJ",3,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"7055-JCGNI",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"7055-VKGDA",54,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","Yes"
"7056-IMHCC",53,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"7061-OVMIM",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No"
"7064-FRRSW",48,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check","No"
"7064-JHXCE",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"7065-YUNRY",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"7067-KSAZT",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check","Yes"
"7072-MBHEV",11,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"7073-QETQY",66,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check","No"
"7074-IEVOJ",3,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"7074-STDCN",39,"No","No phone service","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","No"
"7075-BNDVQ",4,"No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Mailed check","No"
"7077-XJMET",12,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"7078-NVFAM",32,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"7079-QRCBC",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"7080-TNUWP",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)","No"
"7083-MIOPC",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"7083-YNSKY",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","Yes"
"7088-FBAWU",17,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","No","Mailed check","No"
"7089-IVVAZ",8,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"7089-RKVSZ",8,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"7089-XXAYG",25,"No","No phone service","DSL","No","No","Yes","No","Yes","No","One year","Yes","Credit card (automatic)","No"
"7094-MSZAO",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","No"
"7096-UCLNH",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"7096-ZNBZI",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"7100-FQPRV",43,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)","No"
"7101-HRBLJ",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"7102-JJVTX",9,"Yes","No","DSL","Yes","No","No","No","No","No","One year","No","Mailed check","No"
"7103-IPXPJ",50,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Electronic check","No"
"7103-ZGVNT",69,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Credit card (automatic)","No"
"7105-BENQF",15,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","One year","No","Mailed check","No"
"7105-MXJLL",26,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Mailed check","No"
"7107-UBYKY",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"7108-DGVUU",21,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","One year","No","Bank transfer (automatic)","No"
"7109-CQYUZ",52,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check","No"
"7109-MFBYV",26,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"7110-BDTWG",71,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Two year","Yes","Electronic check","No"
"7112-OPOTK",33,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"7113-HIPFI",66,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check","No"
"7114-AEOZE",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"7115-IRDHS",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"7120-RFMVS",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check","Yes"
"7123-WQUHX",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)","No"
"7124-UGSUR",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)","Yes"
"7126-RBHSD",17,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"7128-GGCNO",46,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"7129-ACFOG",5,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"7129-AZJDE",34,"Yes","No","Fiber optic","No","No","No","No","No","Yes","One year","Yes","Bank transfer (automatic)","No"
"7129-CAKJW",17,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"7130-CTCUS",16,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"7130-VTEWQ",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"7130-YXBRO",48,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"7131-ZQZNK",60,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"7133-VBDCG",25,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"7134-HBPBS",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"7134-MJPDY",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
